n_programs,n_applicants,spots_per_program,interviews_per_spot,simulations_per_s,max_applications,study_min_signal,study_max_signal,result_file_prefix
456,10679,11,10,20,28,3,25,heatmap_np456_pos5402_sppcalc11_na10679_ips10_ma28
445,11573,12,15,20,50,3,40,heatmap_np445_pos5501_sppcalc12_na11573_ips15_ma50
19,264,427,11,20,9,3,6,heatmap_np19_pos8120_sppcalc427_na264_ips11_ma9
672,14927,14,15,20,44,3,40,heatmap_np672_pos9413_sppcalc14_na14927_ips15_ma44
337,3751,29,5,20,11,3,8,heatmap_np337_pos9893_sppcalc29_na3751_ips5_ma11
479,17201,12,18,20,19,3,16,heatmap_np479_pos6071_sppcalc12_na17201_ips18_ma19
407,3848,12,18,20,5,3,3,heatmap_np407_pos5211_sppcalc12_na3848_ips18_ma5
133,564,63,6,20,35,3,32,heatmap_np133_pos8426_sppcalc63_na564_ips6_ma35
771,8844,10,16,20,57,3,40,heatmap_np771_pos7753_sppcalc10_na8844_ips16_ma57
692,14773,7,20,20,38,3,35,heatmap_np692_pos5502_sppcalc7_na14773_ips20_ma38
139,9963,16,14,20,26,3,23,heatmap_np139_pos2272_sppcalc16_na9963_ips14_ma26
208,3977,31,20,20,25,3,22,heatmap_np208_pos6635_sppcalc31_na3977_ips20_ma25
437,5975,11,14,20,11,3,8,heatmap_np437_pos5136_sppcalc11_na5975_ips14_ma11
591,1190,12,14,20,72,3,40,heatmap_np591_pos7121_sppcalc12_na1190_ips14_ma72
561,6157,17,14,20,49,3,40,heatmap_np561_pos9611_sppcalc17_na6157_ips14_ma49
502,16508,6,7,20,35,3,32,heatmap_np502_pos3316_sppcalc6_na16508_ips7_ma35
543,9686,6,14,20,47,3,40,heatmap_np543_pos3412_sppcalc6_na9686_ips14_ma47
432,17101,4,17,20,73,3,40,heatmap_np432_pos2139_sppcalc4_na17101_ips17_ma73
81,9020,37,20,20,58,3,40,heatmap_np81_pos3053_sppcalc37_na9020_ips20_ma58
484,17829,16,13,20,8,3,5,heatmap_np484_pos7752_sppcalc16_na17829_ips13_ma8
759,1595,4,19,20,61,3,40,heatmap_np759_pos3412_sppcalc4_na1595_ips19_ma61
568,17331,11,6,20,43,3,40,heatmap_np568_pos6566_sppcalc11_na17331_ips6_ma43
138,13638,2,18,20,62,3,40,heatmap_np138_pos288_sppcalc2_na13638_ips18_ma62
624,9996,1,8,20,34,3,31,heatmap_np624_pos1025_sppcalc1_na9996_ips8_ma34
465,587,6,10,20,54,3,40,heatmap_np465_pos2790_sppcalc6_na587_ips10_ma54
380,2503,9,8,20,74,3,40,heatmap_np380_pos3575_sppcalc9_na2503_ips8_ma74
472,16622,18,15,20,73,3,40,heatmap_np472_pos8782_sppcalc18_na16622_ips15_ma73
215,6282,39,9,20,12,3,9,heatmap_np215_pos8510_sppcalc39_na6282_ips9_ma12
761,10109,1,10,20,19,3,16,heatmap_np761_pos524_sppcalc1_na10109_ips10_ma19
478,6112,19,5,20,70,3,40,heatmap_np478_pos9397_sppcalc19_na6112_ips5_ma70
52,15912,79,7,20,5,3,3,heatmap_np52_pos4125_sppcalc79_na15912_ips7_ma5
129,3045,48,10,20,8,3,5,heatmap_np129_pos6310_sppcalc48_na3045_ips10_ma8
620,7250,7,11,20,47,3,40,heatmap_np620_pos4796_sppcalc7_na7250_ips11_ma47
696,8030,8,19,20,25,3,22,heatmap_np696_pos5982_sppcalc8_na8030_ips19_ma25
157,6329,37,13,20,54,3,40,heatmap_np157_pos5854_sppcalc37_na6329_ips13_ma54
606,995,10,8,20,36,3,33,heatmap_np606_pos6449_sppcalc10_na995_ips8_ma36
174,7577,3,12,20,62,3,40,heatmap_np174_pos609_sppcalc3_na7577_ips12_ma62
621,8317,4,19,20,58,3,40,heatmap_np621_pos2937_sppcalc4_na8317_ips19_ma58
765,11887,10,7,20,27,3,24,heatmap_np765_pos8065_sppcalc10_na11887_ips7_ma27
671,15385,6,9,20,23,3,20,heatmap_np671_pos4173_sppcalc6_na15385_ips9_ma23
593,13136,4,16,20,22,3,19,heatmap_np593_pos2414_sppcalc4_na13136_ips16_ma22
453,6285,1,16,20,13,3,10,heatmap_np453_pos617_sppcalc1_na6285_ips16_ma13
299,15531,30,12,20,56,3,40,heatmap_np299_pos9141_sppcalc30_na15531_ips12_ma56
631,13502,1,14,20,65,3,40,heatmap_np631_pos1205_sppcalc1_na13502_ips14_ma65
89,16999,45,8,20,41,3,38,heatmap_np89_pos4066_sppcalc45_na16999_ips8_ma41
761,729,10,8,20,6,3,3,heatmap_np761_pos7834_sppcalc10_na729_ips8_ma6
356,13020,4,6,20,10,3,7,heatmap_np356_pos1635_sppcalc4_na13020_ips6_ma10
282,17117,23,6,20,36,3,33,heatmap_np282_pos6683_sppcalc23_na17117_ips6_ma36
552,3116,17,10,20,22,3,19,heatmap_np552_pos9565_sppcalc17_na3116_ips10_ma22
96,14684,2,7,20,64,3,40,heatmap_np96_pos194_sppcalc2_na14684_ips7_ma64
543,11409,8,8,20,57,3,40,heatmap_np543_pos4654_sppcalc8_na11409_ips8_ma57
448,17968,21,20,20,55,3,40,heatmap_np448_pos9647_sppcalc21_na17968_ips20_ma55
727,15409,12,14,20,35,3,32,heatmap_np727_pos9132_sppcalc12_na15409_ips14_ma35
106,7166,6,7,20,7,3,4,heatmap_np106_pos661_sppcalc6_na7166_ips7_ma7
398,14997,2,18,20,59,3,40,heatmap_np398_pos1070_sppcalc2_na14997_ips18_ma59
360,2548,23,8,20,15,3,12,heatmap_np360_pos8624_sppcalc23_na2548_ips8_ma15
592,10116,13,14,20,59,3,40,heatmap_np592_pos8251_sppcalc13_na10116_ips14_ma59
389,11895,21,11,20,50,3,40,heatmap_np389_pos8356_sppcalc21_na11895_ips11_ma50
526,3143,16,5,20,8,3,5,heatmap_np526_pos8784_sppcalc16_na3143_ips5_ma8
515,1183,1,16,20,10,3,7,heatmap_np515_pos362_sppcalc1_na1183_ips16_ma10
635,9247,2,5,20,59,3,40,heatmap_np635_pos1659_sppcalc2_na9247_ips5_ma59
274,2569,24,16,20,56,3,40,heatmap_np274_pos6760_sppcalc24_na2569_ips16_ma56
289,8268,14,5,20,70,3,40,heatmap_np289_pos4237_sppcalc14_na8268_ips5_ma70
305,747,10,6,20,41,3,38,heatmap_np305_pos3130_sppcalc10_na747_ips6_ma41
124,13064,10,17,20,37,3,34,heatmap_np124_pos1317_sppcalc10_na13064_ips17_ma37
181,1142,53,16,20,6,3,3,heatmap_np181_pos9688_sppcalc53_na1142_ips16_ma6
219,10159,27,19,20,73,3,40,heatmap_np219_pos5982_sppcalc27_na10159_ips19_ma73
179,14749,21,15,20,35,3,32,heatmap_np179_pos3810_sppcalc21_na14749_ips15_ma35
173,15290,5,14,20,66,3,40,heatmap_np173_pos958_sppcalc5_na15290_ips14_ma66
689,10782,12,11,20,66,3,40,heatmap_np689_pos8619_sppcalc12_na10782_ips11_ma66
208,6675,29,16,20,53,3,40,heatmap_np208_pos6233_sppcalc29_na6675_ips16_ma53
48,7005,170,17,20,46,3,40,heatmap_np48_pos8169_sppcalc170_na7005_ips17_ma46
55,5713,102,15,20,25,3,22,heatmap_np55_pos5646_sppcalc102_na5713_ips15_ma25
788,16651,6,14,20,30,3,27,heatmap_np788_pos5435_sppcalc6_na16651_ips14_ma30
167,17078,22,17,20,16,3,13,heatmap_np167_pos3742_sppcalc22_na17078_ips17_ma16
78,6474,117,5,20,54,3,40,heatmap_np78_pos9140_sppcalc117_na6474_ips5_ma54
41,13019,226,7,20,22,3,19,heatmap_np41_pos9266_sppcalc226_na13019_ips7_ma22
656,12703,8,10,20,17,3,14,heatmap_np656_pos5660_sppcalc8_na12703_ips10_ma17
314,4005,16,12,20,8,3,5,heatmap_np314_pos5117_sppcalc16_na4005_ips12_ma8
306,4066,26,11,20,7,3,4,heatmap_np306_pos8101_sppcalc26_na4066_ips11_ma7
407,11409,1,14,20,65,3,40,heatmap_np407_pos211_sppcalc1_na11409_ips14_ma65
38,8153,188,13,20,9,3,6,heatmap_np38_pos7146_sppcalc188_na8153_ips13_ma9
86,2763,78,19,20,21,3,18,heatmap_np86_pos6775_sppcalc78_na2763_ips19_ma21
248,7239,11,16,20,24,3,21,heatmap_np248_pos2732_sppcalc11_na7239_ips16_ma24
521,2059,3,14,20,31,3,28,heatmap_np521_pos2003_sppcalc3_na2059_ips14_ma31
720,16609,9,12,20,63,3,40,heatmap_np720_pos7085_sppcalc9_na16609_ips12_ma63
455,2045,7,11,20,18,3,15,heatmap_np455_pos3292_sppcalc7_na2045_ips11_ma18
645,398,5,9,20,16,3,13,heatmap_np645_pos3231_sppcalc5_na398_ips9_ma16
762,17701,11,7,20,68,3,40,heatmap_np762_pos8891_sppcalc11_na17701_ips7_ma68
387,2434,3,20,20,65,3,40,heatmap_np387_pos1482_sppcalc3_na2434_ips20_ma65
185,6176,12,14,20,31,3,28,heatmap_np185_pos2255_sppcalc12_na6176_ips14_ma31
286,17750,19,17,20,69,3,40,heatmap_np286_pos5587_sppcalc19_na17750_ips17_ma69
721,7649,13,12,20,54,3,40,heatmap_np721_pos9668_sppcalc13_na7649_ips12_ma54
174,611,17,14,20,69,3,40,heatmap_np174_pos2995_sppcalc17_na611_ips14_ma69
798,16262,11,9,20,42,3,39,heatmap_np798_pos8974_sppcalc11_na16262_ips9_ma42
157,17574,14,19,20,39,3,36,heatmap_np157_pos2279_sppcalc14_na17574_ips19_ma39
776,17691,8,11,20,37,3,34,heatmap_np776_pos6694_sppcalc8_na17691_ips11_ma37
24,16014,149,9,20,14,3,11,heatmap_np24_pos3592_sppcalc149_na16014_ips9_ma14
209,1641,43,10,20,33,3,30,heatmap_np209_pos9140_sppcalc43_na1641_ips10_ma33
424,10187,13,7,20,66,3,40,heatmap_np424_pos5574_sppcalc13_na10187_ips7_ma66
182,14897,34,12,20,72,3,40,heatmap_np182_pos6266_sppcalc34_na14897_ips12_ma72
50,9082,183,16,20,39,3,36,heatmap_np50_pos9197_sppcalc183_na9082_ips16_ma39
15,7826,520,13,20,10,3,7,heatmap_np15_pos7805_sppcalc520_na7826_ips13_ma10
175,12622,1,15,20,56,3,40,heatmap_np175_pos214_sppcalc1_na12622_ips15_ma56
377,15536,14,10,20,74,3,40,heatmap_np377_pos5580_sppcalc14_na15536_ips10_ma74
793,11013,2,13,20,18,3,15,heatmap_np793_pos2345_sppcalc2_na11013_ips13_ma18
608,7743,3,7,20,65,3,40,heatmap_np608_pos1947_sppcalc3_na7743_ips7_ma65
73,4956,70,15,20,70,3,40,heatmap_np73_pos5145_sppcalc70_na4956_ips15_ma70
509,6723,3,15,20,71,3,40,heatmap_np509_pos1891_sppcalc3_na6723_ips15_ma71
568,10185,3,18,20,49,3,40,heatmap_np568_pos2259_sppcalc3_na10185_ips18_ma49
690,1670,13,16,20,15,3,12,heatmap_np690_pos9097_sppcalc13_na1670_ips16_ma15
410,4619,9,9,20,11,3,8,heatmap_np410_pos3938_sppcalc9_na4619_ips9_ma11
250,9336,26,10,20,40,3,37,heatmap_np250_pos6706_sppcalc26_na9336_ips10_ma40
468,3306,1,7,20,40,3,37,heatmap_np468_pos540_sppcalc1_na3306_ips7_ma40
613,1966,8,15,20,27,3,24,heatmap_np613_pos5305_sppcalc8_na1966_ips15_ma27
451,4139,12,8,20,42,3,39,heatmap_np451_pos5822_sppcalc12_na4139_ips8_ma42
11,3400,371,7,20,10,3,7,heatmap_np11_pos4086_sppcalc371_na3400_ips7_ma10
371,17556,15,10,20,31,3,28,heatmap_np371_pos5618_sppcalc15_na17556_ips10_ma31
483,1958,13,10,20,49,3,40,heatmap_np483_pos6534_sppcalc13_na1958_ips10_ma49
487,3116,3,18,20,22,3,19,heatmap_np487_pos1596_sppcalc3_na3116_ips18_ma22
241,356,12,13,20,73,3,40,heatmap_np241_pos2960_sppcalc12_na356_ips13_ma73
794,17888,1,8,20,26,3,23,heatmap_np794_pos787_sppcalc1_na17888_ips8_ma26
298,6306,13,13,20,52,3,40,heatmap_np298_pos4099_sppcalc13_na6306_ips13_ma52
165,6205,9,16,20,60,3,40,heatmap_np165_pos1572_sppcalc9_na6205_ips16_ma60
198,2244,25,11,20,47,3,40,heatmap_np198_pos4950_sppcalc25_na2244_ips11_ma47
664,14937,8,13,20,32,3,29,heatmap_np664_pos5359_sppcalc8_na14937_ips13_ma32
169,9490,5,20,20,9,3,6,heatmap_np169_pos1004_sppcalc5_na9490_ips20_ma9
100,12457,48,7,20,56,3,40,heatmap_np100_pos4817_sppcalc48_na12457_ips7_ma56
402,3806,18,5,20,13,3,10,heatmap_np402_pos7377_sppcalc18_na3806_ips5_ma13
358,2313,15,20,20,73,3,40,heatmap_np358_pos5718_sppcalc15_na2313_ips20_ma73
556,2472,5,11,20,64,3,40,heatmap_np556_pos3171_sppcalc5_na2472_ips11_ma64
151,13142,33,7,20,73,3,40,heatmap_np151_pos4989_sppcalc33_na13142_ips7_ma73
91,7871,62,12,20,65,3,40,heatmap_np91_pos5720_sppcalc62_na7871_ips12_ma65
608,15568,1,15,20,58,3,40,heatmap_np608_pos634_sppcalc1_na15568_ips15_ma58
336,4082,4,7,20,17,3,14,heatmap_np336_pos1527_sppcalc4_na4082_ips7_ma17
262,7800,25,12,20,7,3,4,heatmap_np262_pos6695_sppcalc25_na7800_ips12_ma7
149,6713,51,14,20,18,3,15,heatmap_np149_pos7702_sppcalc51_na6713_ips14_ma18
227,4913,1,8,20,72,3,40,heatmap_np227_pos14_sppcalc1_na4913_ips8_ma72
786,17073,8,17,20,71,3,40,heatmap_np786_pos6377_sppcalc8_na17073_ips17_ma71
588,886,1,11,20,27,3,24,heatmap_np588_pos958_sppcalc1_na886_ips11_ma27
26,16642,172,14,20,14,3,11,heatmap_np26_pos4491_sppcalc172_na16642_ips14_ma14
720,3243,8,7,20,19,3,16,heatmap_np720_pos6427_sppcalc8_na3243_ips7_ma19
639,16508,11,11,20,33,3,30,heatmap_np639_pos7153_sppcalc11_na16508_ips11_ma33
386,11333,3,6,20,28,3,25,heatmap_np386_pos1402_sppcalc3_na11333_ips6_ma28
436,2211,2,17,20,35,3,32,heatmap_np436_pos1238_sppcalc2_na2211_ips17_ma35
11,8898,33,18,20,7,3,4,heatmap_np11_pos368_sppcalc33_na8898_ips18_ma7
645,9929,1,10,20,14,3,11,heatmap_np645_pos1278_sppcalc1_na9929_ips10_ma14
653,15796,5,13,20,70,3,40,heatmap_np653_pos3777_sppcalc5_na15796_ips13_ma70
404,7828,14,19,20,25,3,22,heatmap_np404_pos5847_sppcalc14_na7828_ips19_ma25
456,12332,15,18,20,17,3,14,heatmap_np456_pos6899_sppcalc15_na12332_ips18_ma17
431,2658,6,17,20,44,3,40,heatmap_np431_pos2709_sppcalc6_na2658_ips17_ma44
146,4650,5,20,20,13,3,10,heatmap_np146_pos850_sppcalc5_na4650_ips20_ma13
683,6729,1,13,20,14,3,11,heatmap_np683_pos1316_sppcalc1_na6729_ips13_ma14
728,15420,1,11,20,18,3,15,heatmap_np728_pos508_sppcalc1_na15420_ips11_ma18
174,8731,46,14,20,72,3,40,heatmap_np174_pos8030_sppcalc46_na8731_ips14_ma72
724,6252,10,12,20,43,3,40,heatmap_np724_pos7283_sppcalc10_na6252_ips12_ma43
96,11653,99,16,20,51,3,40,heatmap_np96_pos9592_sppcalc99_na11653_ips16_ma51
467,6614,16,12,20,8,3,5,heatmap_np467_pos7644_sppcalc16_na6614_ips12_ma8
163,2839,55,16,20,60,3,40,heatmap_np163_pos9115_sppcalc55_na2839_ips16_ma60
728,9781,5,14,20,14,3,11,heatmap_np728_pos4021_sppcalc5_na9781_ips14_ma14
679,2274,12,19,20,41,3,38,heatmap_np679_pos8667_sppcalc12_na2274_ips19_ma41
81,12404,63,6,20,67,3,40,heatmap_np81_pos5127_sppcalc63_na12404_ips6_ma67
240,10510,16,13,20,51,3,40,heatmap_np240_pos3908_sppcalc16_na10510_ips13_ma51
171,12122,50,11,20,48,3,40,heatmap_np171_pos8614_sppcalc50_na12122_ips11_ma48
464,2408,8,19,20,23,3,20,heatmap_np464_pos3712_sppcalc8_na2408_ips19_ma23
399,14821,4,10,20,33,3,30,heatmap_np399_pos1695_sppcalc4_na14821_ips10_ma33
763,4139,9,8,20,62,3,40,heatmap_np763_pos7438_sppcalc9_na4139_ips8_ma62
219,5678,45,7,20,68,3,40,heatmap_np219_pos9869_sppcalc45_na5678_ips7_ma68
115,12143,54,12,20,61,3,40,heatmap_np115_pos6281_sppcalc54_na12143_ips12_ma61
216,5030,45,10,20,66,3,40,heatmap_np216_pos9781_sppcalc45_na5030_ips10_ma66
438,2078,4,18,20,75,3,40,heatmap_np438_pos1961_sppcalc4_na2078_ips18_ma75
165,1723,32,12,20,22,3,19,heatmap_np165_pos5395_sppcalc32_na1723_ips12_ma22
460,6559,20,12,20,8,3,5,heatmap_np460_pos9227_sppcalc20_na6559_ips12_ma8
190,11782,32,7,20,18,3,15,heatmap_np190_pos6236_sppcalc32_na11782_ips7_ma18
188,11241,2,9,20,19,3,16,heatmap_np188_pos424_sppcalc2_na11241_ips9_ma19
142,1949,48,6,20,28,3,25,heatmap_np142_pos6890_sppcalc48_na1949_ips6_ma28
588,16739,16,17,20,55,3,40,heatmap_np588_pos9733_sppcalc16_na16739_ips17_ma55
581,15535,15,9,20,43,3,40,heatmap_np581_pos9104_sppcalc15_na15535_ips9_ma43
625,1790,1,19,20,22,3,19,heatmap_np625_pos1248_sppcalc1_na1790_ips19_ma22
357,15276,6,17,20,32,3,29,heatmap_np357_pos2206_sppcalc6_na15276_ips17_ma32
176,12587,54,18,20,13,3,10,heatmap_np176_pos9674_sppcalc54_na12587_ips18_ma13
300,17933,24,9,20,73,3,40,heatmap_np300_pos7240_sppcalc24_na17933_ips9_ma73
380,16734,23,8,20,27,3,24,heatmap_np380_pos8866_sppcalc23_na16734_ips8_ma27
326,16720,11,19,20,16,3,13,heatmap_np326_pos3904_sppcalc11_na16720_ips19_ma16
364,10478,9,19,20,38,3,35,heatmap_np364_pos3485_sppcalc9_na10478_ips19_ma38
38,11197,204,17,20,34,3,31,heatmap_np38_pos7762_sppcalc204_na11197_ips17_ma34
589,11302,3,11,20,34,3,31,heatmap_np589_pos2312_sppcalc3_na11302_ips11_ma34
652,14033,13,9,20,69,3,40,heatmap_np652_pos8945_sppcalc13_na14033_ips9_ma69
21,10884,47,6,20,6,3,3,heatmap_np21_pos987_sppcalc47_na10884_ips6_ma6
513,10069,7,19,20,33,3,30,heatmap_np513_pos3842_sppcalc7_na10069_ips19_ma33
276,10744,1,19,20,74,3,40,heatmap_np276_pos458_sppcalc1_na10744_ips19_ma74
623,2714,7,20,20,10,3,7,heatmap_np623_pos4732_sppcalc7_na2714_ips20_ma10
298,2863,9,15,20,62,3,40,heatmap_np298_pos2814_sppcalc9_na2863_ips15_ma62
761,3682,4,5,20,34,3,31,heatmap_np761_pos3201_sppcalc4_na3682_ips5_ma34
639,1841,14,10,20,74,3,40,heatmap_np639_pos9187_sppcalc14_na1841_ips10_ma74
718,8503,1,18,20,38,3,35,heatmap_np718_pos1089_sppcalc1_na8503_ips18_ma38
695,1499,12,16,20,37,3,34,heatmap_np695_pos8584_sppcalc12_na1499_ips16_ma37
207,16959,5,11,20,19,3,16,heatmap_np207_pos1162_sppcalc5_na16959_ips11_ma19
461,37,17,12,20,40,3,37,heatmap_np461_pos7882_sppcalc17_na37_ips12_ma40
71,5398,107,15,20,5,3,3,heatmap_np71_pos7617_sppcalc107_na5398_ips15_ma5
195,2895,23,20,20,70,3,40,heatmap_np195_pos4619_sppcalc23_na2895_ips20_ma70
657,11017,7,10,20,16,3,13,heatmap_np657_pos5109_sppcalc7_na11017_ips10_ma16
243,491,25,19,20,36,3,33,heatmap_np243_pos6138_sppcalc25_na491_ips19_ma36
28,2366,132,6,20,19,3,16,heatmap_np28_pos3711_sppcalc132_na2366_ips6_ma19
746,14637,1,18,20,35,3,32,heatmap_np746_pos403_sppcalc1_na14637_ips18_ma35
554,747,4,5,20,6,3,3,heatmap_np554_pos2227_sppcalc4_na747_ips5_ma6
748,9424,4,16,20,39,3,36,heatmap_np748_pos3660_sppcalc4_na9424_ips16_ma39
129,15649,31,6,20,26,3,23,heatmap_np129_pos4042_sppcalc31_na15649_ips6_ma26
210,5316,44,17,20,37,3,34,heatmap_np210_pos9424_sppcalc44_na5316_ips17_ma37
504,15148,11,10,20,74,3,40,heatmap_np504_pos6046_sppcalc11_na15148_ips10_ma74
796,5302,10,8,20,31,3,28,heatmap_np796_pos8714_sppcalc10_na5302_ips8_ma31
521,2218,14,8,20,14,3,11,heatmap_np521_pos7367_sppcalc14_na2218_ips8_ma14
740,13195,4,7,20,35,3,32,heatmap_np740_pos3376_sppcalc4_na13195_ips7_ma35
648,6567,4,6,20,28,3,25,heatmap_np648_pos2658_sppcalc4_na6567_ips6_ma28
173,1788,28,5,20,37,3,34,heatmap_np173_pos5014_sppcalc28_na1788_ips5_ma37
469,8122,1,15,20,17,3,14,heatmap_np469_pos172_sppcalc1_na8122_ips15_ma17
459,413,15,6,20,56,3,40,heatmap_np459_pos7282_sppcalc15_na413_ips6_ma56
756,15772,5,10,20,63,3,40,heatmap_np756_pos4095_sppcalc5_na15772_ips10_ma63
453,17874,6,11,20,69,3,40,heatmap_np453_pos3111_sppcalc6_na17874_ips11_ma69
233,4375,31,15,20,73,3,40,heatmap_np233_pos7327_sppcalc31_na4375_ips15_ma73
731,7197,6,13,20,71,3,40,heatmap_np731_pos4865_sppcalc6_na7197_ips13_ma71
706,13482,4,19,20,59,3,40,heatmap_np706_pos3159_sppcalc4_na13482_ips19_ma59
62,4751,13,13,20,13,3,10,heatmap_np62_pos859_sppcalc13_na4751_ips13_ma13
79,4682,49,15,20,55,3,40,heatmap_np79_pos3945_sppcalc49_na4682_ips15_ma55
13,12126,70,19,20,13,3,10,heatmap_np13_pos918_sppcalc70_na12126_ips19_ma13
272,16283,20,9,20,42,3,39,heatmap_np272_pos5477_sppcalc20_na16283_ips9_ma42
582,15269,1,11,20,56,3,40,heatmap_np582_pos109_sppcalc1_na15269_ips11_ma56
315,4148,29,19,20,13,3,10,heatmap_np315_pos9257_sppcalc29_na4148_ips19_ma13
290,17851,1,13,20,65,3,40,heatmap_np290_pos575_sppcalc1_na17851_ips13_ma65
673,13001,9,16,20,5,3,3,heatmap_np673_pos6507_sppcalc9_na13001_ips16_ma5
370,14573,2,16,20,32,3,29,heatmap_np370_pos1030_sppcalc2_na14573_ips16_ma32
598,7652,1,5,20,16,3,13,heatmap_np598_pos1142_sppcalc1_na7652_ips5_ma16
730,14287,1,11,20,29,3,26,heatmap_np730_pos439_sppcalc1_na14287_ips11_ma29
521,14572,14,17,20,17,3,14,heatmap_np521_pos7666_sppcalc14_na14572_ips17_ma17
129,6156,33,20,20,7,3,4,heatmap_np129_pos4360_sppcalc33_na6156_ips20_ma7
612,13064,1,11,20,40,3,37,heatmap_np612_pos431_sppcalc1_na13064_ips11_ma40
12,16650,500,18,20,6,3,3,heatmap_np12_pos6002_sppcalc500_na16650_ips18_ma6
552,1653,4,13,20,46,3,40,heatmap_np552_pos2427_sppcalc4_na1653_ips13_ma46
291,788,9,17,20,47,3,40,heatmap_np291_pos2711_sppcalc9_na788_ips17_ma47
338,7716,7,14,20,30,3,27,heatmap_np338_pos2381_sppcalc7_na7716_ips14_ma30
39,4714,161,10,20,35,3,32,heatmap_np39_pos6307_sppcalc161_na4714_ips10_ma35
27,8627,238,13,20,19,3,16,heatmap_np27_pos6449_sppcalc238_na8627_ips13_ma19
179,13737,48,10,20,10,3,7,heatmap_np179_pos8676_sppcalc48_na13737_ips10_ma10
646,8560,1,16,20,72,3,40,heatmap_np646_pos1276_sppcalc1_na8560_ips16_ma72
723,9392,11,8,20,65,3,40,heatmap_np723_pos8408_sppcalc11_na9392_ips8_ma65
590,16894,3,12,20,48,3,40,heatmap_np590_pos1896_sppcalc3_na16894_ips12_ma48
559,1003,14,12,20,39,3,36,heatmap_np559_pos8009_sppcalc14_na1003_ips12_ma39
789,16069,12,5,20,49,3,40,heatmap_np789_pos9779_sppcalc12_na16069_ips5_ma49
361,11036,3,14,20,10,3,7,heatmap_np361_pos1158_sppcalc3_na11036_ips14_ma10
357,13262,20,17,20,34,3,31,heatmap_np357_pos7321_sppcalc20_na13262_ips17_ma34
510,14453,17,6,20,53,3,40,heatmap_np510_pos8936_sppcalc17_na14453_ips6_ma53
147,16848,26,9,20,41,3,38,heatmap_np147_pos3903_sppcalc26_na16848_ips9_ma41
427,5604,13,9,20,74,3,40,heatmap_np427_pos5768_sppcalc13_na5604_ips9_ma74
87,1881,17,16,20,52,3,40,heatmap_np87_pos1479_sppcalc17_na1881_ips16_ma52
780,6545,12,9,20,40,3,37,heatmap_np780_pos9611_sppcalc12_na6545_ips9_ma40
552,4944,16,11,20,43,3,40,heatmap_np552_pos9189_sppcalc16_na4944_ips11_ma43
354,13728,2,8,20,16,3,13,heatmap_np354_pos962_sppcalc2_na13728_ips8_ma16
689,11478,4,13,20,25,3,22,heatmap_np689_pos3416_sppcalc4_na11478_ips13_ma25
632,13140,15,8,20,75,3,40,heatmap_np632_pos9964_sppcalc15_na13140_ips8_ma75
341,10063,16,16,20,31,3,28,heatmap_np341_pos5536_sppcalc16_na10063_ips16_ma31
749,3025,6,13,20,72,3,40,heatmap_np749_pos5045_sppcalc6_na3025_ips13_ma72
693,13429,10,17,20,27,3,24,heatmap_np693_pos7579_sppcalc10_na13429_ips17_ma27
527,272,6,14,20,48,3,40,heatmap_np527_pos3516_sppcalc6_na272_ips14_ma48
208,11003,41,15,20,68,3,40,heatmap_np208_pos8658_sppcalc41_na11003_ips15_ma68
550,763,5,5,20,35,3,32,heatmap_np550_pos2956_sppcalc5_na763_ips5_ma35
735,9425,9,7,20,31,3,28,heatmap_np735_pos7139_sppcalc9_na9425_ips7_ma31
270,8372,26,15,20,64,3,40,heatmap_np270_pos7139_sppcalc26_na8372_ips15_ma64
674,14590,7,5,20,5,3,3,heatmap_np674_pos4989_sppcalc7_na14590_ips5_ma5
795,11141,4,16,20,45,3,40,heatmap_np795_pos3576_sppcalc4_na11141_ips16_ma45
267,7312,5,12,20,73,3,40,heatmap_np267_pos1432_sppcalc5_na7312_ips12_ma73
444,15110,7,7,20,21,3,18,heatmap_np444_pos3459_sppcalc7_na15110_ips7_ma21
755,15874,3,19,20,70,3,40,heatmap_np755_pos2628_sppcalc3_na15874_ips19_ma70
491,17574,19,15,20,71,3,40,heatmap_np491_pos9497_sppcalc19_na17574_ips15_ma71
183,13814,51,17,20,67,3,40,heatmap_np183_pos9341_sppcalc51_na13814_ips17_ma67
337,2726,23,7,20,28,3,25,heatmap_np337_pos7788_sppcalc23_na2726_ips7_ma28
421,977,11,19,20,8,3,5,heatmap_np421_pos5029_sppcalc11_na977_ips19_ma8
60,12956,54,13,20,7,3,4,heatmap_np60_pos3243_sppcalc54_na12956_ips13_ma7
21,2313,441,12,20,17,3,14,heatmap_np21_pos9271_sppcalc441_na2313_ips12_ma17
475,5743,12,13,20,54,3,40,heatmap_np475_pos6123_sppcalc12_na5743_ips13_ma54
702,4901,1,18,20,56,3,40,heatmap_np702_pos627_sppcalc1_na4901_ips18_ma56
582,7241,1,11,20,49,3,40,heatmap_np582_pos682_sppcalc1_na7241_ips11_ma49
415,5965,11,16,20,48,3,40,heatmap_np415_pos4611_sppcalc11_na5965_ips16_ma48
589,8797,16,16,20,39,3,36,heatmap_np589_pos9824_sppcalc16_na8797_ips16_ma39
481,10586,17,19,20,15,3,12,heatmap_np481_pos8368_sppcalc17_na10586_ips19_ma15
189,1645,17,19,20,54,3,40,heatmap_np189_pos3312_sppcalc17_na1645_ips19_ma54
